Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes
0.1	Rtr10	1	dev[14]=net(1,14-15)	InData	0	0
0.1	Rtr10	1	dev[14]=net(1,14-15)	OutData	0	0
0.1	Rtr10	1	dev[14]=net(1,14-15)	DropData	0	0
0.1	Rtr10	2	dev[14]=net(2,19-14)	InInterests	0	0
0.1	Rtr10	2	dev[14]=net(2,19-14)	OutInterests	13	0.354492
0.1	Rtr10	2	dev[14]=net(2,19-14)	DropInterests	0	0
0.1	Rtr10	2	dev[14]=net(2,19-14)	InNacks	0	0
0.1	Rtr10	2	dev[14]=net(2,19-14)	OutNacks	0	0
0.1	Rtr10	2	dev[14]=net(2,19-14)	DropNacks	0	0
0.1	Rtr10	2	dev[14]=net(2,19-14)	InData	13	16.2998
0.1	Rtr10	2	dev[14]=net(2,19-14)	OutData	0	0
0.1	Rtr10	2	dev[14]=net(2,19-14)	DropData	0	0
0.1	Rtr10	-1	all	SatisfiedInterests	13	0
0.1	Rtr10	-1	all	TimedOutInterests	0	0
0.1	Rtr11	0	dev[15]=net(0,14-15)	InInterests	2	0.0537109
0.1	Rtr11	0	dev[15]=net(0,14-15)	OutInterests	0	0
0.1	Rtr11	0	dev[15]=net(0,14-15)	DropInterests	0	0
0.1	Rtr11	0	dev[15]=net(0,14-15)	InNacks	0	0
0.1	Rtr11	0	dev[15]=net(0,14-15)	OutNacks	0	0
0.1	Rtr11	0	dev[15]=net(0,14-15)	DropNacks	0	0
0.1	Rtr11	0	dev[15]=net(0,14-15)	InData	0	0
0.1	Rtr11	0	dev[15]=net(0,14-15)	OutData	2	2.50684
0.1	Rtr11	0	dev[15]=net(0,14-15)	DropData	0	0
0.1	Rtr11	1	dev[15]=net(1,18-15)	InInterests	0	0
0.1	Rtr11	1	dev[15]=net(1,18-15)	OutInterests	2	0.0537109
0.1	Rtr11	1	dev[15]=net(1,18-15)	DropInterests	0	0
0.1	Rtr11	1	dev[15]=net(1,18-15)	InNacks	0	0
0.1	Rtr11	1	dev[15]=net(1,18-15)	OutNacks	0	0
0.1	Rtr11	1	dev[15]=net(1,18-15)	DropNacks	0	0
0.1	Rtr11	1	dev[15]=net(1,18-15)	InData	2	2.50684
0.1	Rtr11	1	dev[15]=net(1,18-15)	OutData	0	0
0.1	Rtr11	1	dev[15]=net(1,18-15)	DropData	0	0
0.1	Rtr11	-1	all	SatisfiedInterests	2	0
0.1	Rtr11	-1	all	TimedOutInterests	0	0
0.1	Dst1	1	dev[16]=net(1,16-13)	InInterests	19	0.518555
0.1	Dst1	1	dev[16]=net(1,16-13)	OutInterests	0	0
0.1	Dst1	1	dev[16]=net(1,16-13)	DropInterests	0	0
0.1	Dst1	1	dev[16]=net(1,16-13)	InNacks	0	0
0.1	Dst1	1	dev[16]=net(1,16-13)	OutNacks	0	0
0.1	Dst1	1	dev[16]=net(1,16-13)	DropNacks	0	0
0.1	Dst1	1	dev[16]=net(1,16-13)	InData	0	0
0.1	Dst1	1	dev[16]=net(1,16-13)	OutData	19	23.8232
0.1	Dst1	1	dev[16]=net(1,16-13)	DropData	0	0
0.1	Dst1	2	dev=local(2)	InInterests	0	0
0.1	Dst1	2	dev=local(2)	OutInterests	19	0.518555
0.1	Dst1	2	dev=local(2)	DropInterests	0	0
0.1	Dst1	2	dev=local(2)	InNacks	0	0
0.1	Dst1	2	dev=local(2)	OutNacks	0	0
0.1	Dst1	2	dev=local(2)	DropNacks	0	0
0.1	Dst1	2	dev=local(2)	InData	19	0
0.1	Dst1	2	dev=local(2)	OutData	0	0
0.1	Dst1	2	dev=local(2)	DropData	0	0
0.1	Dst1	-1	all	SatisfiedInterests	19	0
0.1	Dst1	-1	all	TimedOutInterests	0	0
0.1	Dst2	0	dev[17]=net(0,17-10)	InInterests	20	0.545898
0.1	Dst2	0	dev[17]=net(0,17-10)	OutInterests	0	0
0.1	Dst2	0	dev[17]=net(0,17-10)	DropInterests	0	0
0.1	Dst2	0	dev[17]=net(0,17-10)	InNacks	0	0
0.1	Dst2	0	dev[17]=net(0,17-10)	OutNacks	0	0
0.1	Dst2	0	dev[17]=net(0,17-10)	DropNacks	0	0
0.1	Dst2	0	dev[17]=net(0,17-10)	InData	0	0
0.1	Dst2	0	dev[17]=net(0,17-10)	OutData	20	25.0771
0.1	Dst2	0	dev[17]=net(0,17-10)	DropData	0	0
0.1	Dst2	1	dev=local(1)	InInterests	0	0
0.1	Dst2	1	dev=local(1)	OutInterests	20	0.545898
0.1	Dst2	1	dev=local(1)	DropInterests	0	0
0.1	Dst2	1	dev=local(1)	InNacks	0	0
0.1	Dst2	1	dev=local(1)	OutNacks	0	0
0.1	Dst2	1	dev=local(1)	DropNacks	0	0
0.1	Dst2	1	dev=local(1)	InData	20	0
0.1	Dst2	1	dev=local(1)	OutData	0	0
0.1	Dst2	1	dev=local(1)	DropData	0	0
0.1	Dst2	-1	all	SatisfiedInterests	20	0
0.1	Dst2	-1	all	TimedOutInterests	0	0
0.1	Dst3	0	dev[18]=net(0,18-15)	InInterests	2	0.0537109
0.1	Dst3	0	dev[18]=net(0,18-15)	OutInterests	0	0
0.1	Dst3	0	dev[18]=net(0,18-15)	DropInterests	0	0
0.1	Dst3	0	dev[18]=net(0,18-15)	InNacks	0	0
0.1	Dst3	0	dev[18]=net(0,18-15)	OutNacks	0	0
0.1	Dst3	0	dev[18]=net(0,18-15)	DropNacks	0	0
0.1	Dst3	0	dev[18]=net(0,18-15)	InData	0	0
0.1	Dst3	0	dev[18]=net(0,18-15)	OutData	2	2.50684
0.1	Dst3	0	dev[18]=net(0,18-15)	DropData	0	0
0.1	Dst3	1	dev=local(1)	InInterests	0	0
0.1	Dst3	1	dev=local(1)	OutInterests	2	0.0537109
0.1	Dst3	1	dev=local(1)	DropInterests	0	0
0.1	Dst3	1	dev=local(1)	InNacks	0	0
0.1	Dst3	1	dev=local(1)	OutNacks	0	0
0.1	Dst3	1	dev=local(1)	DropNacks	0	0
0.1	Dst3	1	dev=local(1)	InData	2	0
